signature,gene_symbol,group,temperature,genotype,n_samples,mean_logcpm,sd_logcpm,se_logcpm,z_across_groups
KO_heat_up,Gm34680,WT_39,39,WT,5,1.19473417,0.0605610433,0.0270837219,0.779195816
KO_heat_up,Gm34680,cGASKO_37,37,cGASKO,5,0.257851399,0.21756009,0.0972958303,-0.877217427
KO_heat_up,Gm34680,cGASKO_39,39,cGASKO,5,1.29055357,0.144414501,0.0645841284,0.948604978
KO_heat_up,Sdc4,WT_37,37,WT,5,3.71905477,0.414275112,0.185269463,-0.746272153
KO_heat_up,Sdc4,WT_39,39,WT,5,5.01680612,0.247440206,0.110658624,0.869482727
KO_heat_up,Sdc4,cGASKO_37,37,cGASKO,5,3.53294988,0.159260037,0.0712232538,-0.977980548
KO_heat_up,Sdc4,cGASKO_39,39,cGASKO,5,5.00498904,0.167666111,0.0749825644,0.854769974
KO_heat_up,Aplp1,WT_37,37,WT,5,2.43138384,0.242766115,0.108568307,-0.974108878
KO_heat_up,Aplp1,WT_39,39,WT,5,3.70925552,0.254383475,0.113763749,0.829970644
KO_heat_up,Aplp1,cGASKO_37,37,cGASKO,5,2.59006563,0.217799457,0.0974028784,-0.750084368
KO_heat_up,Aplp1,cGASKO_39,39,cGASKO,5,3.75476669,0.202053612,0.0903611223,0.894222603
KO_heat_up,Cd40lg,WT_37,37,WT,5,3.74118892,0.269564706,0.120553001,-0.878585871
KO_heat_up,Cd40lg,WT_39,39,WT,5,5.64781948,0.430597269,0.192568953,0.869496842
KO_heat_up,Cd40lg,cGASKO_37,37,cGASKO,5,3.76869622,0.233403055,0.104381019,-0.853365972
KO_heat_up,Cd40lg,cGASKO_39,39,cGASKO,5,5.64013896,0.394406077,0.17638376,0.862455
KO_heat_up,Ccl3,WT_37,37,WT,5,2.93154587,0.567334017,0.253719486,-0.942044465
KO_heat_up,Ccl3,WT_39,39,WT,5,5.56788689,0.46309774,0.207103606,0.86949872
KO_heat_up,Ccl3,cGASKO_37,37,cGASKO,5,3.15791772,0.312962075,0.139960895,-0.786494641
KO_heat_up,Ccl3,cGASKO_39,39,cGASKO,5,5.55266686,0.366707765,0.163996698,0.859040385
KO_heat_up,Cd53,WT_37,37,WT,5,6.98121164,0.234981528,0.105086934,-0.79831442
KO_heat_up,Cd53,WT_39,39,WT,5,7.99642305,0.237107789,0.106037827,0.93357313
KO_heat_up,Cd53,cGASKO_37,37,cGASKO,5,6.90493396,0.065064602,0.0290977746,-0.928439392
KO_heat_up,Cd53,cGASKO_39,39,cGASKO,5,7.91412671,0.145934259,0.0652637848,0.793180682
KO_heat_up,Dnah7a,WT_37,37,WT,5,4.09038896,0.347759106,0.1555226,-0.85010716
KO_heat_up,Dnah7a,WT_39,39,WT,5,5.18700494,0.0859431241,0.0384349335,0.858234598
KO_heat_up,Dnah7a,cGASKO_37,37,cGASKO,5,4.07006738,0.164057975,0.0733689568,-0.881764739
KO_heat_up,Dnah7a,cGASKO_39,39,cGASKO,5,5.19689222,0.146699624,0.0656060665,0.873637302
KO_heat_up,Col27a1,WT_37,37,WT,5,1.56061548,0.113244328,0.0506444029,-0.6945519
KO_heat_up,Col27a1,WT_39,39,WT,5,2.34719933,0.28542717,0.127646911,0.78154339
KO_heat_up,Col27a1,cGASKO_37,37,cGASKO,5,1.38775222,0.193025325,0.0863235495,-1.01894534
KO_heat_up,Col27a1,cGASKO_39,39,cGASKO,5,2.42735029,0.226543227,0.101313211,0.93195385100000006
KO_heat_up,Csf2,WT_37,37,WT,5,-0.0412591394,0.332398959,0.148653334,-0.819874785
KO_heat_up,Csf2,WT_39,39,WT,5,1.76440864,0.457129324,0.204434449,0.883193223
KO_heat_up,Csf2,cGASKO_37,37,cGASKO,5,-0.137660079,0.475386793,0.212599437,-0.910798131
KO_heat_up,Csf2,cGASKO_39,39,cGASKO,5,1.72654358,0.120678237,0.0539689484,0.847479694
KO_heat_up,Cavin1,WT_37,37,WT,5,0.0315161658,0.135886075,0.0607701002,-0.864448601
KO_heat_up,Cavin1,WT_39,39,WT,5,1.02726152,0.220949674,0.0988116981,0.789905376
KO_heat_up,Cavin1,cGASKO_37,37,cGASKO,5,0.0315493615,0.203624599,0.091063689,-0.864393449
KO_heat_up,Cavin1,cGASKO_39,39,cGASKO,5,1.11696252,0.229272165,0.102533629,0.938936674
KO_heat_up,Kdm6b,WT_37,37,WT,5,6.55179895,0.22151239,0.0990633526,-0.876079817
KO_heat_up,Kdm6b,WT_39,39,WT,5,7.65636624,0.283682137,0.126866508,0.876924311
KO_heat_up,Kdm6b,cGASKO_37,37,cGASKO,5,6.56455049,0.0480167018,0.0214737218,-0.855842481
KO_heat_up,Kdm6b,cGASKO_39,39,cGASKO,5,7.64255047,0.173561257,0.0776189539,0.854997986
KO_heat_up,2010003K11Rik,WT_37,37,WT,5,0.65593982,0.215892026,0.0965498491,-0.806703744
KO_heat_up,2010003K11Rik,WT_39,39,WT,5,1.66606969,0.236771577,0.105887468,0.918529984
KO_heat_up,2010003K11Rik,cGASKO_37,37,cGASKO,5,0.588591335,0.100321174,0.0448649927,-0.921730417
KO_heat_up,2010003K11Rik,cGASKO_39,39,cGASKO,5,1.60246893,0.175727927,0.0785879179,0.809904177
KO_heat_up,Tmem205,WT_37,37,WT,5,1.06289421,0.20521259,0.09177386,-0.907669333
KO_heat_up,Tmem205,WT_39,39,WT,5,2.23681741,0.257903294,0.115337859,0.90106703
KO_heat_up,Tmem205,cGASKO_37,37,cGASKO,5,1.11811313,0.172439831,0.0771174366,-0.822590123
KO_heat_up,Tmem205,cGASKO_39,39,cGASKO,5,2.19016868,0.244204873,0.109211739,0.829192425
KO_heat_up,Stra6,WT_37,37,WT,5,1.9880856,0.799816512,0.357688818,-0.814886217
KO_heat_up,Stra6,WT_39,39,WT,5,4.5496232,0.377818393,0.168965522,0.910938327
KO_heat_up,Stra6,cGASKO_37,37,cGASKO,5,1.84024144,0.264503654,0.11828963,-0.914495562
KO_heat_up,Stra6,cGASKO_39,39,cGASKO,5,4.41233862,0.307942809,0.137716211,0.818443452
KO_heat_up,Tmem125,WT_37,37,WT,5,0.233416951,0.168490813,0.0753513823,-0.9486687
KO_heat_up,Tmem125,WT_39,39,WT,5,1.42706849,0.191646386,0.0857068693,0.91057323
KO_heat_up,Tmem125,cGASKO_37,37,cGASKO,5,0.343070845,0.103173227,0.04614047,-0.777870849
KO_heat_up,Tmem125,cGASKO_39,39,cGASKO,5,1.36632993,0.265551869,0.118758406,0.815966319
KO_heat_up,AA467197,WT_37,37,WT,5,2.33119498,0.460269466,0.205838763,-0.883248263
KO_heat_up,AA467197,WT_39,39,WT,5,4.09247422,0.360606917,0.161268316,0.879295721
KO_heat_up,AA467197,cGASKO_37,37,cGASKO,5,2.36589365,0.190475932,0.0851834264,-0.848524678
KO_heat_up,AA467197,cGASKO_39,39,cGASKO,5,4.06567497,0.213465505,0.0954646762,0.852477221
KO_heat_up,Fam43a,WT_37,37,WT,5,0.667004731,0.28670263,0.128217314,-0.627845316
KO_heat_up,Fam43a,WT_39,39,WT,5,1.45578121,0.140779742,0.0629586145,0.84458333
KO_heat_up,Fam43a,cGASKO_37,37,cGASKO,5,0.427430322,0.197605198,0.0883717312,-1.07506482
KO_heat_up,Fam43a,cGASKO_39,39,cGASKO,5,1.46314356,0.155629541,0.0695996464,0.858326802
KO_heat_up,Sema4a,WT_37,37,WT,5,3.57600852,0.376018195,0.168160449,-0.859133328
KO_heat_up,Sema4a,WT_39,39,WT,5,4.75788328,0.221384983,0.0990063741,0.856375628
KO_heat_up,Sema4a,cGASKO_37,37,cGASKO,5,3.56656753,0.154800935,0.0692290826,-0.872837058
KO_heat_up,Sema4a,cGASKO_39,39,cGASKO,5,4.77112402,0.0920866919,0.0411824206,0.875594757
KO_heat_up,Myo16,WT_37,37,WT,5,-0.115610568,0.221759079,0.0991736749,-0.875170992
KO_heat_up,Myo16,WT_39,39,WT,5,0.90692818100000006,0.20597302,0.0921139346,0.752296793
KO_heat_up,Myo16,cGASKO_37,37,cGASKO,5,-0.0996475762,0.340847103,0.152431458,-0.84976437
KO_heat_up,Myo16,cGASKO_39,39,cGASKO,5,1.04536902,0.148174195,0.0662655144,0.972638569
KO_heat_up,Ppl,WT_37,37,WT,5,0.0845314968,0.184019816,0.0822961636,-0.752946594
KO_heat_up,Ppl,WT_39,39,WT,5,0.703385814,0.26388227399999997,0.11801174,0.480111063
KO_heat_up,Ppl,cGASKO_37,37,cGASKO,5,0.00867084256,0.159334499,0.0712565541,-0.904097775
KO_heat_up,Ppl,cGASKO_39,39,cGASKO,5,1.05311111,0.201448378,0.0900904534,1.17693331
KO_heat_up,Uaca,WT_37,37,WT,5,1.18083477,0.220400341,0.098566029,-0.859605728
KO_heat_up,Uaca,WT_39,39,WT,5,2.11025716,0.298153833,0.133338448,0.691248869
KO_heat_up,Uaca,cGASKO_37,37,cGASKO,5,1.18280288,0.211749385,0.094697204,-0.856321698
KO_heat_up,Uaca,cGASKO_39,39,cGASKO,5,2.31008054,0.27155198,0.121441737,1.02467856
KO_heat_up,Gpat3,WT_37,37,WT,5,1.36144039,0.297023137,0.132832785,-0.813372508
KO_heat_up,Gpat3,WT_39,39,WT,5,2.34287641,0.306378221,0.137016506,0.833935701
KO_heat_up,Gpat3,cGASKO_37,37,cGASKO,5,1.29994938,0.194539691,0.0870007945,-0.916583143
KO_heat_up,Gpat3,cGASKO_39,39,cGASKO,5,2.37986506,0.126767798,0.0566922829,0.89601995
KO_heat_up,Cldn4,WT_37,37,WT,5,1.11866935,0.412910499,0.184659189,-0.65550669
KO_heat_up,Cldn4,WT_39,39,WT,5,2.66652465,0.359801653,0.160908191,0.98414867
KO_heat_up,Cldn4,cGASKO_37,37,cGASKO,5,0.751902828,0.142725912,0.0638289681,-1.04402537
KO_heat_up,Cldn4,cGASKO_39,39,cGASKO,5,2.41280685,0.401682307,0.179637789,0.715383392
KO_heat_up,Mpzl2,WT_37,37,WT,5,0.14260468,0.152454658,0.0681797956,-0.780936547
KO_heat_up,Mpzl2,WT_39,39,WT,5,0.887409164,0.277099054,0.123922464,0.650780703
KO_heat_up,Mpzl2,cGASKO_37,37,cGASKO,5,0.0679699459,0.212365409,0.094972698,-0.924404851
KO_heat_up,Mpzl2,cGASKO_39,39,cGASKO,5,1.09746261,0.15098282699999999,0.0675215729,1.05456069
KO_heat_up,Tnfsf9,WT_37,37,WT,5,2.26977318,0.536380924,0.239876842,-0.791068092
KO_heat_up,Tnfsf9,WT_39,39,WT,5,3.79993935,0.389006328,0.173968919,0.796547311
KO_heat_up,Tnfsf9,cGASKO_37,37,cGASKO,5,2.13066461,0.120182741,0.0537473557,-0.93539942
KO_heat_up,Tnfsf9,cGASKO_39,39,cGASKO,5,3.92848603,0.243452052,0.108875068,0.929920201
KO_heat_up,Sh3gl3,WT_37,37,WT,5,0.429504389,0.377765624,0.168941923,-0.924624986
KO_heat_up,Sh3gl3,WT_39,39,WT,5,1.73481021,0.264439733,0.118261044,0.878852341
KO_heat_up,Sh3gl3,cGASKO_37,37,cGASKO,5,0.515900234,0.109076598,0.0487805376,-0.805256066
KO_heat_up,Sh3gl3,cGASKO_39,39,cGASKO,5,1.71467226,0.261102955,0.116768791,0.851028711
KO_heat_up,Pdgfb,WT_37,37,WT,5,7.10238636,0.248778576,0.111257162,-0.861551024
KO_heat_up,Pdgfb,WT_39,39,WT,5,8.43793695,0.31296027,0.139960087,0.93144469
KO_heat_up,Pdgfb,cGASKO_37,37,cGASKO,5,7.09764018,0.0704666647,0.0315136505,-0.867922841
KO_heat_up,Pdgfb,cGASKO_39,39,cGASKO,5,8.33855959,0.282048858,0.126136084,0.798029175
KO_heat_up,Egr2,WT_37,37,WT,5,5.80166837,0.264971487,0.118498852,-0.87714088
KO_heat_up,Egr2,WT_39,39,WT,5,6.95292807,0.253410812,0.11332876,0.901815473
KO_heat_up,Egr2,cGASKO_37,37,cGASKO,5,5.81659487,0.135165324,0.0604477707,-0.854076066
KO_heat_up,Egr2,cGASKO_39,39,cGASKO,5,6.90606502,0.193344453,0.086466268,0.829401473
KO_heat_up,Vill,WT_37,37,WT,5,1.50445118,0.332467124,0.148683818,-0.802897031
KO_heat_up,Vill,WT_39,39,WT,5,2.64202075,0.303300509,0.135640111,0.817812831
KO_heat_up,Vill,cGASKO_37,37,cGASKO,5,1.41823905,0.213151142,0.0953240884,-0.925724552
KO_heat_up,Vill,cGASKO_39,39,cGASKO,5,2.7072942,0.272286224,0.121770101,0.910808753
KO_heat_up,Casz1,WT_37,37,WT,5,2.99555454,0.331879731,0.148421128,-0.808691743
KO_heat_up,Casz1,WT_39,39,WT,5,4.10375482,0.179699951,0.0803642611,0.980890956
KO_heat_up,Casz1,cGASKO_37,37,cGASKO,5,2.93067787,0.0887939505,0.0397098619,-0.913458148
KO_heat_up,Casz1,cGASKO_39,39,cGASKO,5,3.95536253,0.205530107,0.0919158581,0.741258935
KO_heat_up,Cd83,WT_37,37,WT,5,3.84778717,0.314025594,0.140436515,-0.735795102
KO_heat_up,Cd83,WT_39,39,WT,5,4.86898257,0.143536734,0.0641915789,0.918272411
KO_heat_up,Cd83,cGASKO_37,37,cGASKO,5,3.69373967,0.252420768,0.112885999,-0.98531146
KO_heat_up,Cd83,cGASKO_39,39,cGASKO,5,4.79771279,0.14460067,0.0646673855,0.802834151
KO_heat_up,Il3,WT_37,37,WT,5,0.991241791,0.452354891,0.202299257,-0.791320479
KO_heat_up,Il3,WT_39,39,WT,5,3.00418059,0.526035742,0.235250336,0.900083902
KO_heat_up,Il3,cGASKO_37,37,cGASKO,5,0.817964452,0.38897928,0.173956822,-0.936919565
KO_heat_up,Il3,cGASKO_39,39,cGASKO,5,2.91857943,0.317408145,0.141949238,0.828156142
KO_heat_up,Ltb4r1,WT_37,37,WT,5,0.00434827614,0.190979706,0.085408721,-0.570732804
KO_heat_up,Ltb4r1,WT_39,39,WT,5,0.657307674,0.34770905,0.155500215,0.700269232
KO_heat_up,Ltb4r1,cGASKO_37,37,cGASKO,5,-0.27152138,0.154433094,0.0690645791,-1.10772009
KO_heat_up,Ltb4r1,cGASKO_39,39,cGASKO,5,0.800082298,0.167559516,0.0749348938,0.97818366
KO_heat_up,Trp73,WT_37,37,WT,5,-0.640817006,0.271783062,0.12154508,-0.964172771
KO_heat_up,Trp73,WT_39,39,WT,5,0.605837904,0.287134391,0.128410403,0.873030642
KO_heat_up,Trp73,cGASKO_37,37,cGASKO,5,-0.503565893,0.157322579,0.0703567962,-0.761904917
KO_heat_up,Trp73,cGASKO_39,39,cGASKO,5,0.592277811,0.24313555,0.108733524,0.853047046
KO_heat_up,Card10,WT_37,37,WT,5,0.662458781,0.223898405,0.100130411,-0.755376165
KO_heat_up,Card10,WT_39,39,WT,5,1.50481509,0.237595903,0.106256118,0.790501242
KO_heat_up,Card10,cGASKO_37,37,cGASKO,5,0.54699545,0.238335993,0.106587096,-0.967272429
KO_heat_up,Card10,cGASKO_39,39,cGASKO,5,1.58199876,0.216958191,0.0970266525,0.932147352
KO_heat_up,1700016P03Rik,WT_37,37,WT,5,-0.239751021,0.222128194,0.0993387485,-0.822421039
KO_heat_up,1700016P03Rik,WT_39,39,WT,5,0.7453358,0.323686673,0.144757081,0.766825631
KO_heat_up,1700016P03Rik,cGASKO_37,37,cGASKO,5,-0.289911875,0.251823399,0.112618848,-0.903345856
KO_heat_up,1700016P03Rik,cGASKO_39,39,cGASKO,5,0.864417741,0.241224593,0.107878918,0.958941265
KO_heat_up,Adm,WT_37,37,WT,5,0.85605172,0.616221134,0.275582469,-0.594617731
KO_heat_up,Adm,WT_39,39,WT,5,1.95664909,0.205334117,0.0918282086,0.778580666
KO_heat_up,Adm,cGASKO_37,37,cGASKO,5,0.452763088,0.188691717,0.0843855013,-1.09779475
KO_heat_up,Adm,cGASKO_39,39,cGASKO,5,2.0650508,0.225961244,0.10105294,0.913831815
KO_heat_up,Ccdc184,WT_37,37,WT,5,-0.442669322,0.301380356,0.134781393,-0.718230936
KO_heat_up,Ccdc184,WT_39,39,WT,5,0.521899424,0.190029646,0.0849838413,0.920185115
KO_heat_up,Ccdc184,cGASKO_37,37,cGASKO,5,-0.608638677,0.292826501,0.130955992,-1.00014641
KO_heat_up,Ccdc184,cGASKO_39,39,cGASKO,5,0.450079739,0.130765487,0.0584801034,0.79819223
KO_heat_up,Ltbp3,WT_37,37,WT,5,-0.0130295379,0.234078414,0.104683049,-0.899360638
KO_heat_up,Ltbp3,WT_39,39,WT,5,0.915519978,0.378563334,0.16929867,0.645724496
KO_heat_up,Ltbp3,cGASKO_37,37,cGASKO,5,0.0427995312,0.150907459,0.0674878675,-0.806462345
KO_heat_up,Ltbp3,cGASKO_39,39,cGASKO,5,1.16454624,0.232780204,0.104102472,1.06009849
KO_heat_up,Rgs16,WT_37,37,WT,5,7.68288419,0.221318064,0.0989764471,-0.913690824
KO_heat_up,Rgs16,WT_39,39,WT,5,8.79701073,0.306049223,0.136869373,0.863247974
KO_heat_up,Rgs16,cGASKO_37,37,cGASKO,5,7.74350375,0.128390659,0.0574180483,-0.817007693
KO_heat_up,Rgs16,cGASKO_39,39,cGASKO,5,8.79964571,0.207999691,0.0930202899,0.867450542
KO_heat_up,Lamc2,WT_37,37,WT,5,3.10781762,0.292088887,0.130626121,-0.659697805
KO_heat_up,Lamc2,WT_39,39,WT,5,4.13225776,0.25275372,0.1130349,0.962437216
KO_heat_up,Lamc2,cGASKO_37,37,cGASKO,5,2.86527354,0.204214803,0.0913276363,-1.04375074
KO_heat_up,Lamc2,cGASKO_39,39,cGASKO,5,3.99241887,0.240382696,0.10750241,0.741011334
KO_heat_up,Efna2,WT_37,37,WT,5,-0.0407430193,0.296152037,0.132443217,-0.81536543399999994
KO_heat_up,Efna2,WT_39,39,WT,5,0.853111927,0.196903856,0.0880580813,0.800415385
KO_heat_up,Efna2,cGASKO_37,37,cGASKO,5,-0.0947328455,0.240046552,0.107352082,-0.91296038
KO_heat_up,Efna2,cGASKO_39,39,cGASKO,5,0.923642579,0.194387839,0.0869328844,0.927910429
KO_heat_up,Anxa2,WT_37,37,WT,5,7.29265647,0.462044386,0.206632531,-0.852921302
KO_heat_up,Anxa2,WT_39,39,WT,5,8.40745185,0.197639503,0.0883870727,0.815825248
KO_heat_up,Anxa2,cGASKO_37,37,cGASKO,5,7.27615068,0.0940653563,0.0420673062,-0.877628953
KO_heat_up,Anxa2,cGASKO_39,39,cGASKO,5,8.47352119,0.113041457,0.0505536764,0.914725007
KO_heat_up,Gm48114,WT_37,37,WT,5,0.124280277,0.217829566,0.0974163436,-0.661165641
KO_heat_up,Gm48114,WT_39,39,WT,5,1.08371559,0.326390873,0.145966436,1.0000317
KO_heat_up,Gm48114,cGASKO_37,37,cGASKO,5,-0.0927913897,0.0930229778,0.0416011404,-1.03701055
KO_heat_up,Gm48114,cGASKO_39,39,cGASKO,5,0.909358676,0.253372072,0.113311435,0.698144489
KO_heat_up,Aldh1l2,WT_37,37,WT,5,0.691577278,0.358519517,0.160334802,-0.770074108
KO_heat_up,Aldh1l2,WT_39,39,WT,5,1.68086787,0.200121911,0.0894972395,0.804159101
KO_heat_up,Aldh1l2,cGASKO_37,37,cGASKO,5,0.575330598,0.385283153,0.172303864,-0.955054521
KO_heat_up,Aldh1l2,cGASKO_39,39,cGASKO,5,1.7542747,0.22204439,0.0993012701,0.920969528
KO_heat_up,Gm867,WT_37,37,WT,5,-0.315634346,0.311113503,0.139134188,-0.911215597
KO_heat_up,Gm867,WT_39,39,WT,5,0.785826284,0.17757612,0.0794144552,0.885731289
KO_heat_up,Gm867,cGASKO_37,37,cGASKO,5,-0.259340184,0.214619422,0.0959807234,-0.819376075
KO_heat_up,Gm867,cGASKO_39,39,cGASKO,5,0.760773961,0.283819965,0.126928147,0.844860383
KO_heat_up,Egr3,WT_37,37,WT,5,6.07822711,0.303106502,0.135553348,-0.930704826
KO_heat_up,Egr3,WT_39,39,WT,5,7.18520051,0.280048071,0.125241305,0.857189781
KO_heat_up,Egr3,cGASKO_37,37,cGASKO,5,6.15989602,0.101331173,0.0453166782,-0.798799769
KO_heat_up,Egr3,cGASKO_39,39,cGASKO,5,7.19456516,0.202409216,0.0905201531,0.872314814
KO_heat_up,Cth,WT_37,37,WT,5,2.42105651,0.611433547,0.273441395,-0.798427107
KO_heat_up,Cth,WT_39,39,WT,5,3.87260292,0.170996179,0.076471816,0.895491052
KO_heat_up,Cth,cGASKO_37,37,cGASKO,5,2.30784123,0.252269151,0.112818194,-0.930546492
KO_heat_up,Cth,cGASKO_39,39,cGASKO,5,3.81946681,0.117113622,0.0523748038,0.833482547
KO_heat_up,Slc2a1,WT_37,37,WT,5,6.01668883,0.141474046,0.0632691167,-0.891811965
KO_heat_up,Slc2a1,WT_39,39,WT,5,6.99958462,0.267625299,0.119685672,0.799487838
KO_heat_up,Slc2a1,cGASKO_37,37,cGASKO,5,6.04833246,0.0862534045,0.0385736951,-0.837361774
KO_heat_up,Slc2a1,cGASKO_39,39,cGASKO,5,7.07524899,0.360767899,0.161340309,0.929685901
KO_heat_up,Mapk13,WT_37,37,WT,5,0.358113721,0.280158117,0.125290519,-0.428467364
KO_heat_up,Mapk13,WT_39,39,WT,5,0.915379989,0.283834102,0.126934469,0.680865838
KO_heat_up,Mapk13,cGASKO_37,37,cGASKO,5,-0.0311991538,0.305461355,0.136606471,-1.2034608
KO_heat_up,Mapk13,cGASKO_39,39,cGASKO,5,1.05111142,0.284561324,0.127259693,0.951062322
KO_heat_up,Hic1,WT_37,37,WT,5,1.03231776,0.262258765,0.117285685,-0.745863511
KO_heat_up,Hic1,WT_39,39,WT,5,2.00483189,0.343021096,0.153403698,0.936661776
KO_heat_up,Hic1,cGASKO_37,37,cGASKO,5,0.899750882,0.113101524,0.0505805393,-0.975214554
KO_heat_up,Hic1,cGASKO_39,39,cGASKO,5,1.91683269,0.318084664,0.142251786,0.784416289
KO_heat_up,Ppef1,WT_37,37,WT,5,1.13689791,0.472935687,0.211503269,-0.829167544
KO_heat_up,Ppef1,WT_39,39,WT,5,2.38351352,0.225640265,0.100909394,0.933627729
KO_heat_up,Ppef1,cGASKO_37,37,cGASKO,5,1.08723693,0.229292147,0.102542565,-0.899391377
KO_heat_up,Ppef1,cGASKO_39,39,cGASKO,5,2.28542994,0.249498496,0.111579119,0.794931191
KO_heat_up,Mst1r,WT_37,37,WT,5,1.11782496,0.222087398,0.0993205038,-0.765460156
KO_heat_up,Mst1r,WT_39,39,WT,5,2.16312581,0.294043568,0.131500281,0.974801475
KO_heat_up,Mst1r,cGASKO_37,37,cGASKO,5,1.00471854,0.11963159,0.0535008737,-0.953764571
KO_heat_up,Mst1r,cGASKO_39,39,cGASKO,5,2.02474745,0.398683692,0.178296767,0.744423252
KO_heat_up,Spry1,WT_37,37,WT,5,5.16953859,0.247147972,0.110527933,-0.854397459
KO_heat_up,Spry1,WT_39,39,WT,5,6.21713963,0.316746499,0.141653341,0.902309325
KO_heat_up,Spry1,cGASKO_37,37,cGASKO,5,5.15617739,0.188853,0.0844576291,-0.876802663
KO_heat_up,Spry1,cGASKO_39,39,cGASKO,5,6.17335695,0.209063894,0.0934962156,0.828890797
KO_heat_up,Gzma,WT_37,37,WT,5,-0.198913185,0.39629395,0.177228042,-0.849844017
KO_heat_up,Gzma,WT_39,39,WT,5,0.633552205,0.513675763,0.229722785,0.38966753
KO_heat_up,Gzma,cGASKO_37,37,cGASKO,5,-0.148586966,0.226096162,0.101113278,-0.774910056
KO_heat_up,Gzma,cGASKO_39,39,cGASKO,5,1.20134205,0.232327802,0.103900152,1.23508654
KO_heat_up,4933423P22Rik,WT_37,37,WT,5,1.38351995,0.152791133,0.068330272,-0.828682751
KO_heat_up,4933423P22Rik,WT_39,39,WT,5,2.12139059,0.397197681,0.177632203,0.515313125
KO_heat_up,4933423P22Rik,cGASKO_37,37,cGASKO,5,1.37567366,0.127299893,0.0569302429,-0.842974384
KO_heat_up,4933423P22Rik,cGASKO_39,39,cGASKO,5,2.4733246,0.395325171,0.176794791,1.15634401
KO_heat_up,Ankrd37,WT_37,37,WT,5,2.06644222,0.116188181,0.0519609342,-0.743917191
KO_heat_up,Ankrd37,WT_39,39,WT,5,2.9869615,0.422907665,0.189130057,0.619363676
KO_heat_up,Ankrd37,cGASKO_37,37,cGASKO,5,1.92632199,0.172591325,0.0771851868,-0.951434015
KO_heat_up,Ankrd37,cGASKO_39,39,cGASKO,5,3.29528465,0.502720858,0.224823603,1.07598753
KO_heat_up,Mcf2l,WT_37,37,WT,5,-0.133850547,0.347683557,0.155488814,-0.853699173
KO_heat_up,Mcf2l,WT_39,39,WT,5,1.27683191,0.322306003,0.144139626,0.975331854
KO_heat_up,Mcf2l,cGASKO_37,37,cGASKO,5,-0.14713069,0.246001826,0.110015361,-0.870917643
KO_heat_up,Mcf2l,cGASKO_39,39,cGASKO,5,1.10248802,0.447255205,0.200018608,0.749284962
KO_heat_up,Egr1,WT_37,37,WT,5,5.29068706,0.421959541,0.188706044,-0.900851037
KO_heat_up,Egr1,WT_39,39,WT,5,6.70201368,0.368931606,0.16499123,0.880255387
KO_heat_up,Egr1,cGASKO_37,37,cGASKO,5,5.34654455,0.190592694,0.0852356438,-0.830358399
KO_heat_up,Egr1,cGASKO_39,39,cGASKO,5,6.67879567,0.312360426,0.139691829,0.850954049
KO_heat_up,Fat2,WT_37,37,WT,5,-0.744911932,0.181418903,0.0811329998,-0.865080881
KO_heat_up,Fat2,WT_39,39,WT,5,0.110780015,0.445004448,0.199012039,0.685137228
KO_heat_up,Fat2,cGASKO_37,37,cGASKO,5,-0.736431647,0.150119113,0.0671353083,-0.849717534
KO_heat_up,Fat2,cGASKO_39,39,cGASKO,5,0.300950918,0.331972116,0.148462443,1.02966119
KO_heat_up,Ccn1,WT_37,37,WT,5,-0.466550804,0.180955994,0.0809259809,-0.775527305
KO_heat_up,Ccn1,WT_39,39,WT,5,0.907217779,0.538392573,0.240776478,0.995380201
KO_heat_up,Ccn1,cGASKO_37,37,cGASKO,5,-0.595437897,0.146030244,0.0653067103,-0.941674008
KO_heat_up,Ccn1,cGASKO_39,39,cGASKO,5,0.695006311,0.440294362,0.196905625,0.721821112
KO_heat_up,Ak4,WT_37,37,WT,5,3.36227805,0.3858817,0.172571543,-0.798084421
KO_heat_up,Ak4,WT_39,39,WT,5,4.53731391,0.384949948,0.17215485,0.803100673
KO_heat_up,Ak4,cGASKO_37,37,cGASKO,5,3.26594706,0.104400999,0.0466895461,-0.92935169
KO_heat_up,Ak4,cGASKO_39,39,cGASKO,5,4.62628251,0.448507609,0.2005787,0.924335438
KO_heat_up,Pkib,WT_37,37,WT,5,1.52469382,0.534404204,0.238992826,-0.804963458
KO_heat_up,Pkib,WT_39,39,WT,5,2.66437343,0.28341868,0.126748687,0.91895047
KO_heat_up,Pkib,cGASKO_37,37,cGASKO,5,1.4464437,0.124181245,0.0555355411,-0.923326971
KO_heat_up,Pkib,cGASKO_39,39,cGASKO,5,2.59190992,0.170547913,0.0762713453,0.809339959
KO_heat_up,Gm12867,WT_37,37,WT,5,-0.065361332,0.151962475,0.0679596846,-0.840997253
KO_heat_up,Gm12867,WT_39,39,WT,5,0.830226639,0.387054994,0.173096255,0.721186492
KO_heat_up,Gm12867,cGASKO_37,37,cGASKO,5,-0.0875065806,0.27661422,0.12370564,-0.879625448
KO_heat_up,Gm12867,cGASKO_39,39,cGASKO,5,0.98974507,0.435940477,0.194958508,0.999436209
KO_heat_up,Esyt3,WT_37,37,WT,5,0.385984232,0.37938978,0.169668268,-0.912128406
KO_heat_up,Esyt3,WT_39,39,WT,5,1.39099132,0.354289906,0.158443263,0.77731997
